列表,业务,云端标注,本地标注,云端&本地结果对比,是否集内,是否800条,业务名,标注结果,标注操作
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_116_F004_coder.wav.pcm,dialog,你是不是免费的,你是不是免费的,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_123_F005_coder.wav.pcm,dialog,你是什么公司的,你是什么公司的,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_130_F005_coder.wav.pcm,dialog,你是全世界最棒的吗,你是全世界最棒的吗,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_144_F007_coder.wav.pcm,dialog,你是谁做出来的,你是谁做出来的,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_151_F008_coder.wav.pcm,dialog,你晚餐吃什么,你晚餐吃什么,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_158_F008_coder.wav.pcm,dialog,你有小名吗,你有小名吗,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_165_F009_coder.wav.pcm,dialog,你爸在哪呢,你爸在哪呢,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_172_F010_coder.wav.pcm,dialog,你爸是干什么的,你爸是干什么的,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_193_F012_coder.wav.pcm,dialog,你的名字太长了记不住,你的名字太长了记不住,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_200_F012_coder.wav.pcm,dialog,你的意思是你笨还是我笨了,你的意思是你笨还是我笨了,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_207_M001_coder.wav.pcm,dialog,你的过去如何,你的过去如何,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_214_F013_coder.wav.pcm,dialog,你真是太夸张了,你真是太夸张了,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_221_F014_coder.wav.pcm,dialog,你知道麻将是怎么玩的吗,你知道麻将是怎么玩的吗,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_228_F014_coder.wav.pcm,dialog,你能听清我说话吗,你能听清我说话吗,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_235_M002_coder.wav.pcm,dialog,你说我怎么相信你呢,你说我怎么相信你呢,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_242_F015_coder.wav.pcm,dialog,你这是在威胁我吗,你这是在威胁我吗,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_249_F015_coder.wav.pcm,dialog,到底是你笨还是我笨,到底是你笨还是我笨,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_277_F017_coder.wav.pcm,dialog,在天愿作比翼鸟在地愿为连理枝,在天愿作比翼鸟在地愿为连理枝,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_284_F018_coder.wav.pcm,dialog,天外鱼书绝征人岂念家,天外鱼书绝征人岂念家,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_291_F019_coder.wav.pcm,dialog,好花无百日红,好花无百日红,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_298_F019_coder.wav.pcm,dialog,就是欺负你,就是欺负你,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_305_F019_coder.wav.pcm,dialog,山映斜阳天接水芳草无情更在斜阳外,山映斜阳天接水芳草无情更在斜阳外,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_312_F020_coder.wav.pcm,dialog,怎么样才能关闭你,怎么样才能关闭你,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_319_F020_coder.wav.pcm,dialog,我准备吃早饭了,我准备吃早饭了,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_326_F020_coder.wav.pcm,dialog,我就是要欺负你,我就是要欺负你,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_333_F021_coder.wav.pcm,dialog,我很想认识你,我很想认识你,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_340_F021_coder.wav.pcm,dialog,我想生个孩子,我想生个孩子,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_347_F021_coder.wav.pcm,dialog,我想要个小孩,我想要个小孩,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_354_F021_coder.wav.pcm,dialog,我用的什么汽车,我用的什么汽车,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_361_M004_coder.wav.pcm,dialog,我要上网,我要上网,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_368_M004_coder.wav.pcm,dialog,我觉得你就是山寨的,我觉得你就是山寨的,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_375_M004_coder.wav.pcm,dialog,我跟你说一下我的名字吧,我跟你说一下我的名字吧,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_382_M004_coder.wav.pcm,dialog,推荐一部电影给我看吧,推荐一部电影给我看吧,TRUE,0,是,dialog,{},
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_389_M004_coder.wav.pcm,dialog,明天我要干点什么呢,明天我要干点什么呢,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_396_F022_coder.wav.pcm,dialog,最近有没最近有什么好电影推荐一下,最近有没最近有什么好电影推荐一下,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_403_F022_coder.wav.pcm,dialog,有那么夸张吗,有那么夸张吗,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_410_F022_coder.wav.pcm,dialog,没你我好无聊啊,没你我好无聊啊,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_417_F022_coder.wav.pcm,dialog,玩游戏吧,玩游戏吧,TRUE,0,是,app,"{
 ""category"":""游戏""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_431_M005_coder.wav.pcm,dialog,确实是out了,确实是out了,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_438_M005_coder.wav.pcm,dialog,老天犹堪绝大漠诸君何至位新亭,老天犹堪绝大漠诸君何至位新亭,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_445_M005_coder.wav.pcm,dialog,讯飞汽车语点知道不知道别的,讯飞汽车语点知道不知道别的,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_452_M006_coder.wav.pcm,dialog,请不要说脏话,请不要说脏话,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_459_M006_coder.wav.pcm,dialog,谁叫你宝贝呀,谁叫你宝贝呀,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_466_M006_coder.wav.pcm,dialog,这是什么汽车,这是什么汽车,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_473_M006_coder.wav.pcm,dialog,那你老爸是干嘛的,那你老爸是干嘛的,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_480_M006_coder.wav.pcm,dialog,随便说一点吗,随便说一点吗,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_487_M006_coder.wav.pcm,dialog,互联网世界风云变幻莫测我该何去何从,互联网世界风云变幻莫测我该何去何从,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_494_M006_coder.wav.pcm,dialog,你有一个苹果我有一个苹果我们交换仍然各自一个苹果,你有一个苹果我有一个苹果我们交换仍然各自一个苹果,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_501_M006_coder.wav.pcm,dialog,我了解离开树的叶属于地上的世界凋谢,我了解离开树的叶属于地上的世界凋谢,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_508_M006_coder.wav.pcm,dialog,以前的夜里我们静静地坐着我们双膝如木,以前的夜里我们静静地坐着我们双膝如木,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_515_F023_coder.wav.pcm,dialog,面试是否通过应该取决于自己是否愿意与眼前的这个人共事,面试是否通过应该取决于自己是否愿意与眼前的这个人共事,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_529_F024_coder.wav.pcm,dialog,胃不舒服啊,胃不舒服啊,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_536_F025_coder.wav.pcm,dialog,不上了被炒鱿鱼了,不上了被炒鱿鱼了,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_543_M007_coder.wav.pcm,dialog,我也觉得比上学快多了,我也觉得比上学快多了,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_550_M007_coder.wav.pcm,dialog,好久没打球了今天被人给虐了,好久没打球了今天被人给虐了,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_557_F026_coder.wav.pcm,dialog,我去你整天都在想些什么,我去你整天都在想些什么,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_001_M097_coder.wav.pcm,flight,上海到合肥的机票,上海到合肥的机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_008_M098_coder.wav.pcm,flight,建军节去上海的飞机票,建军节去上海的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2016-08-01"",
  ""dateOrig"":""建军节"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_015_M099_coder.wav.pcm,flight,初三去上海的飞机票我想看一下,初三去上海的飞机票我想看一下,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-15"",
  ""dateOrig"":""初三"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_022_M101_coder.wav.pcm,flight,老师节去上海的飞机票,老师节去上海的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
""startDate"":{
  ""date"":""2016-09-10"",
  ""dateOrig"":""老师节"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_029_M102_coder.wav.pcm,flight,成都到厦门的航班起飞时间,成都到厦门的航班起飞时间,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""成都"",
  ""city"":""成都市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""厦门"",
  ""city"":""厦门市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY_TIME
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_036_M072_coder.wav.pcm,flight,上海到芝加哥的飞机票,上海到芝加哥的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""芝加哥"",
  ""city"":""芝加哥"",
  ""type"":""LOC_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_043_M073_coder.wav.pcm,flight,查询明天武汉到西安的航班,查询明天武汉到西安的航班,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""武汉"",
  ""city"":""武汉市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""西安"",
  ""city"":""西安市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_050_M074_coder.wav.pcm,flight,买一张到北京的飞机票,买一张到北京的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 }
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_057_M048_coder.wav.pcm,flight,元宵节去上海的飞机票,元宵节去上海的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2016-02-22"",
  ""dateOrig"":""元宵节"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_064_M049_coder.wav.pcm,flight,中秋去上海的飞机票,中秋去上海的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2016-09-15"",
  ""dateOrig"":""中秋"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_071_M075_coder.wav.pcm,flight,帮我查一下明天合肥飞长沙的航班,帮我查一下明天合肥飞长沙的航班,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""长沙"",
  ""city"":""长沙市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_078_M105_coder.wav.pcm,flight,今天上海到大连的航班,今天上海到大连的航班,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""大连"",
  ""city"":""大连市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""今天"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_085_F001_coder.wav.pcm,flight,帮我定一张明天去北京的飞机票,帮我定一张明天去北京的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 }
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_092_F002_coder.wav.pcm,flight,查下合肥到北京的航班,查下合肥到北京的航班,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_099_F002_coder.wav.pcm,flight,查询一下柳州到成都的机票,查询一下柳州到成都的机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""柳州"",
  ""city"":""柳州市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""成都"",
  ""city"":""成都市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_106_F003_coder.wav.pcm,flight,大后天去上海的飞机票,大后天去上海的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-16"",
  ""dateOrig"":""大后天"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_113_F004_coder.wav.pcm,flight,一个月后的今天去上海的飞机票,一个月后的今天去上海的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""今天"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_120_F004_coder.wav.pcm,flight,下个星期四去上海的飞机票,下个星期四去上海的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-22"",
  ""dateOrig"":""下个星期四"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_127_F005_coder.wav.pcm,flight,宁波到北京的航班,宁波到北京的航班,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""宁波"",
  ""city"":""宁波市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_134_F006_coder.wav.pcm,flight,查询北京到上海的航班,查询北京到上海的航班,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_141_F007_coder.wav.pcm,flight,明天有几班合肥到上海的航班,明天有几班合肥到上海的航班,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\7flight\7flight_148_F007_coder.wav.pcm,flight,明年去上海的飞机票,明年去上海的飞机票,TRUE,0,是,flight,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""startDate"":{
  ""date"":""2016-10-13"",
  ""dateOrig"":""明年"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_005_M097_coder.wav.pcm,help,怎么听音乐,怎么听音乐,TRUE,1,是,help,"{
 ""category"":""音乐""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_012_M099_coder.wav.pcm,help,给我开启导航帮助,给我开启导航帮助,TRUE,1,是,help,"{
 ""category"":""导航""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_019_M099_coder.wav.pcm,help,打开收音机帮助,打开收音机帮助,TRUE,1,是,help,"{
 ""category"":""收音机""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_026_M102_coder.wav.pcm,help,怎么导航,怎么导航,TRUE,1,是,help,"{
 ""category"":""导航""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_033_M071_coder.wav.pcm,help,怎么用汽车语音助理,怎么用汽车语音助理,TRUE,1,是,help,{},
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_040_M072_coder.wav.pcm,help,我想看地图帮助,我想看地图帮助,TRUE,1,是,help,"{
 ""category"":""导航""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_047_M074_coder.wav.pcm,help,如何操作地图帮助,如何操作地图帮助,TRUE,1,是,help,"{
 ""category"":""导航""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_054_M047_coder.wav.pcm,help,告诉我地图是怎么使用的,告诉我地图是怎么使用的,TRUE,1,是,help,"{
 ""category"":""导航""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_061_M049_coder.wav.pcm,help,导航帮助,导航帮助,TRUE,1,是,help,"{
 ""category"":""导航""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_068_M050_coder.wav.pcm,help,帮我开启帮助,帮我开启帮助,TRUE,1,是,help,{},LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_075_M075_coder.wav.pcm,help,你有哪些功能,你有哪些功能,TRUE,1,是,help,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\8help\8help_082_F001_coder.wav.pcm,help,如何发短信,如何发短信,TRUE,1,是,help,"{
 ""category"":""短信""
}",
