用户说法,user_data
导航到五爱市场,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|时间最短|9小时7分钟|748公里|红绿灯25个|收费430元|距离最短|9小时18分钟|747公里|红绿灯少|9小时39分钟|795公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_2017060117460892"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""时间最短"",""9小时7分钟"",""748公里"",""红绿灯25个"",""收费430元"",""距离最短"",""9小时18分钟"",""747公里"",""红绿灯少"",""9小时39分钟"",""795公里"",""开始导航"",""设置车牌避开南京市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
我想去服装城,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174611576"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|五爱市场|沈阳市热闹路65号|五爱市场北门|沈阳市沈河区|五爱市场南门|五爱市场北2门|五爱市场站277路""},""dataInfo"":{""end_poi"":{""lat"":""41.787674"",""poi"":""五爱市场"",""tel"":"""",""area"":""沈阳市沈河区"",""lng"":""123.451319""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""五爱市场"",""沈阳市热闹路65号"",""五爱市场北门"",""沈阳市沈河区"",""五爱市场南门"",""五爱市场北2门"",""五爱市场站277路""]}"
东门,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174614936"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|冬梅服装城|沈阳市康平县|中街服装城|沈阳市辽中县|联营服装城|家富服装城|沈阳市和平区|辽中服装城""},""dataInfo"":{""end_poi"":{""lat"":""42.653160"",""poi"":""冬梅服装城"",""tel"":"""",""area"":""沈阳市康平县"",""lng"":""123.380208""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""冬梅服装城"",""沈阳市康平县"",""中街服装城"",""沈阳市辽中县"",""联营服装城"",""家富服装城"",""沈阳市和平区"",""辽中服装城""]}"
那就东2门吧,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174618315"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|冬梅服装城|沈阳市康平县|中街服装城|沈阳市辽中县|联营服装城|家富服装城|沈阳市和平区|辽中服装城""},""dataInfo"":{""end_poi"":{""lat"":""42.653160"",""poi"":""冬梅服装城"",""tel"":"""",""area"":""沈阳市康平县"",""lng"":""123.380208""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""冬梅服装城"",""沈阳市康平县"",""中街服装城"",""沈阳市辽中县"",""联营服装城"",""家富服装城"",""沈阳市和平区"",""辽中服装城""]}"
走不堵的线路,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174621692"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|冬梅服装城|沈阳市康平县|中街服装城|沈阳市辽中县|联营服装城|家富服装城|沈阳市和平区|辽中服装城""},""dataInfo"":{""end_poi"":{""lat"":""42.653160"",""poi"":""冬梅服装城"",""tel"":"""",""area"":""沈阳市康平县"",""lng"":""123.380208""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""冬梅服装城"",""沈阳市康平县"",""中街服装城"",""沈阳市辽中县"",""联营服装城"",""家富服装城"",""沈阳市和平区"",""辽中服装城""]}"
出发吧,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174624915"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|冬梅服装城|沈阳市康平县|中街服装城|沈阳市辽中县|联营服装城|家富服装城|沈阳市和平区|辽中服装城""},""dataInfo"":{""end_poi"":{""lat"":""42.653160"",""poi"":""冬梅服装城"",""tel"":"""",""area"":""沈阳市康平县"",""lng"":""123.380208""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""冬梅服装城"",""沈阳市康平县"",""中街服装城"",""沈阳市辽中县"",""联营服装城"",""家富服装城"",""沈阳市和平区"",""辽中服装城""]}"
我想到循化县,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174628228"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|冬梅服装城|沈阳市康平县|中街服装城|沈阳市辽中县|联营服装城|家富服装城|沈阳市和平区|辽中服装城""},""dataInfo"":{""end_poi"":{""lat"":""42.653160"",""poi"":""冬梅服装城"",""tel"":"""",""area"":""沈阳市康平县"",""lng"":""123.380208""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""冬梅服装城"",""沈阳市康平县"",""中街服装城"",""沈阳市辽中县"",""联营服装城"",""家富服装城"",""沈阳市和平区"",""辽中服装城""]}"
去循化县中学,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174631597"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|冬梅服装城|沈阳市康平县|中街服装城|沈阳市辽中县|联营服装城|家富服装城|沈阳市和平区|辽中服装城""},""dataInfo"":{""end_poi"":{""lat"":""42.653160"",""poi"":""冬梅服装城"",""tel"":"""",""area"":""沈阳市康平县"",""lng"":""123.380208""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""冬梅服装城"",""沈阳市康平县"",""中街服装城"",""沈阳市辽中县"",""联营服装城"",""家富服装城"",""沈阳市和平区"",""辽中服装城""]}"
不是，是循化县高中,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174634882"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|循化撒拉族自治县中学|海东市东门南街|循化藏文中学|海东市循化撒拉族自治县|循化县高级中学|循化县中心敬老院""},""dataInfo"":{""end_poi"":{""lat"":""35.845764"",""poi"":""循化撒拉族自治县中学"",""tel"":"""",""area"":""海东市循化撒拉族自治县"",""lng"":""102.490139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""循化撒拉族自治县中学"",""海东市东门南街"",""循化藏文中学"",""海东市循化撒拉族自治县"",""循化县高级中学"",""循化县中心敬老院""]}"
不要这条线路，重新规划,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174638264"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|循化撒拉族自治县中学|海东市东门南街|循化藏文中学|海东市循化撒拉族自治县|循化县高级中学|循化县中心敬老院""},""dataInfo"":{""end_poi"":{""lat"":""35.845764"",""poi"":""循化撒拉族自治县中学"",""tel"":"""",""area"":""海东市循化撒拉族自治县"",""lng"":""102.490139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""循化撒拉族自治县中学"",""海东市东门南街"",""循化藏文中学"",""海东市循化撒拉族自治县"",""循化县高级中学"",""循化县中心敬老院""]}"
可以，导航,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174641602"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|循化撒拉族自治县中学|海东市东门南街|循化藏文中学|海东市循化撒拉族自治县|循化县高级中学|循化县中心敬老院""},""dataInfo"":{""end_poi"":{""lat"":""35.845764"",""poi"":""循化撒拉族自治县中学"",""tel"":"""",""area"":""海东市循化撒拉族自治县"",""lng"":""102.490139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""循化撒拉族自治县中学"",""海东市东门南街"",""循化藏文中学"",""海东市循化撒拉族自治县"",""循化县高级中学"",""循化县中心敬老院""]}"
我要去辛庄村,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174644846"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|时间最短|9小时7分钟|748公里|红绿灯25个|收费430元|距离最短|9小时18分钟|747公里|红绿灯少|9小时39分钟|795公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""35.845764"",""poi"":""循化撒拉族自治县中学"",""tel"":"""",""area"":""海东市循化撒拉族自治县"",""lng"":""102.490139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""时间最短"",""9小时7分钟"",""748公里"",""红绿灯25个"",""收费430元"",""距离最短"",""9小时18分钟"",""747公里"",""红绿灯少"",""9小时39分钟"",""795公里"",""开始导航"",""设置车牌避开南京市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
导航到停车场,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174648362"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新庄村|广州市花都区|广州市黄埔区|新庄村村委会264县道|辛庄|广州市海珠区|七庄村""},""dataInfo"":{""end_poi"":{""lat"":""23.482951"",""poi"":""新庄村"",""tel"":"""",""area"":""广州市花都区"",""lng"":""113.234653""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""新庄村"",""广州市花都区"",""广州市黄埔区"",""新庄村村委会264县道"",""辛庄"",""广州市海珠区"",""七庄村""]}"
不是辛庄停车场，是金轮辛庄停车场,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174652108"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|停车场|广州市白云区|广州市越秀区""},""dataInfo"":{""end_poi"":{""lat"":""23.171736"",""poi"":""停车场"",""tel"":"""",""area"":""广州市白云区"",""lng"":""113.236667""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""停车场"",""广州市白云区"",""广州市越秀区""]}"
走收费少的线路,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174655434"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|停车场|广州市白云区|广州市越秀区""},""dataInfo"":{""end_poi"":{""lat"":""23.171736"",""poi"":""停车场"",""tel"":"""",""area"":""广州市白云区"",""lng"":""113.236667""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""停车场"",""广州市白云区"",""广州市越秀区""]}"
导航,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_2017060117465936"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|停车场|广州市白云区|广州市越秀区""},""dataInfo"":{""end_poi"":{""lat"":""23.171736"",""poi"":""停车场"",""tel"":"""",""area"":""广州市白云区"",""lng"":""113.236667""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""停车场"",""广州市白云区"",""广州市越秀区""]}"
我要去北京西站,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174702352"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|时间最短|9小时7分钟|748公里|红绿灯25个|收费430元|距离最短|9小时18分钟|747公里|红绿灯少|9小时39分钟|795公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""23.171736"",""poi"":""停车场"",""tel"":"""",""area"":""广州市白云区"",""lng"":""113.236667""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""时间最短"",""9小时7分钟"",""748公里"",""红绿灯25个"",""收费430元"",""距离最短"",""9小时18分钟"",""747公里"",""红绿灯少"",""9小时39分钟"",""795公里"",""开始导航"",""设置车牌避开南京市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
到售票处,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174705888"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|北京西站|北京城区莲花池东路118号|北京西站南进站口|北京城区丰台区|北京站西北口|北京城区北京站西街1|北京西站北1出站口|北京城区莲花东路118号北京西站|北京西站北2出站口""},""dataInfo"":{""end_poi"":{""lat"":""39.895035"",""poi"":""北京西站"",""tel"":"""",""area"":""北京城区丰台区"",""lng"":""116.321667""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""北京西站"",""北京城区莲花池东路118号"",""北京西站南进站口"",""北京城区丰台区"",""北京站西北口"",""北京城区北京站西街1"",""北京西站北1出站口"",""北京城区莲花东路118号北京西站"",""北京西站北2出站口""]}"
